Product Name,Supplier,Review Text,Sentiment
Steering Wheel,Vishnu AutoTech,The product did not meet my expectations. It broke after a few days.,Negative
Car Engine,Bharat Components,I would definitely recommend this product to others.,Negative
Car Engine,Vishnu AutoTech,The product did not meet my expectations. It broke after a few days.,Neutral
Raw Material Aluminum,Sundaram Auto,"The product is just okay, didn't experience any major issues.",Negative
Steering Wheel,Prakash Auto Suppliers,The quality of the material could have been better.,Positive
Car Engine,Shakti Parts Distributors,The quality of the material could have been better.,Neutral
Oil Filter,Kaveri Automotive,"This part is good, but it took longer to arrive than expected.",Negative
Brake Pads,Bharat Components,"The product is just okay, didn't experience any major issues.",Neutral
Tires,Gokul Enterprises,"This product is excellent, highly durable and works perfectly.",Positive
Headlights,Mysore Motors,The quality of the material could have been better.,Neutral
Copper Wire,Sri Ganesh Enterprises,Great value for the price! I'm very satisfied with the purchase.,Positive
Steering Wheel,Kaveri Automotive,"Very poor quality, completely disappointed.",Positive
Timing Belt,Vishnu AutoTech,Great value for the price! I'm very satisfied with the purchase.,Neutral
Suspension System,Vinayaka Auto Parts,Great value for the price! I'm very satisfied with the purchase.,Negative
Fuel Pump,Kaveri Automotive,"Very poor quality, completely disappointed.",Negative
Steering Wheel,Vishnu AutoTech,"The product is just okay, didn't experience any major issues.",Positive
Fuel Pump,Sampige Industries,"Very poor quality, completely disappointed.",Positive
Batteries,Sri Ganesh Enterprises,I would definitely recommend this product to others.,Negative
Exhaust System,Prakash Auto Suppliers,"Overall a decent experience, though the price is a bit high.",Positive
Car Engine,Balaji Supplies,Great value for the price! I'm very satisfied with the purchase.,Neutral
Plastic Components,Kaveri Automotive,"This part is good, but it took longer to arrive than expected.",Positive
Tires,Bangalore Auto Parts,I would definitely recommend this product to others.,Positive
Exhaust System,Shakti Parts Distributors,"This product is excellent, highly durable and works perfectly.",Positive
Clutch Plate,Kaveri Automotive,"The product is just okay, didn't experience any major issues.",Positive
Copper Wire,Sri Ganesh Enterprises,"Very poor quality, completely disappointed.",Positive
Plastic Components,Bharat Components,The quality of the material could have been better.,Positive
Steering Wheel,Shakti Parts Distributors,"The product is just okay, didn't experience any major issues.",Negative
Rubber Sheets,Gokul Enterprises,The quality of the material could have been better.,Positive
Copper Wire,Sri Ganesh Enterprises,"The product is just okay, didn't experience any major issues.",Positive
Raw Material Aluminum,Bharat Components,"Overall a decent experience, though the price is a bit high.",Neutral
Timing Belt,Sri Ganesh Enterprises,"It works fine, nothing extraordinary but does the job.",Negative
Timing Belt,Vishnu AutoTech,I would definitely recommend this product to others.,Neutral
Brake Pads,Sri Ganesh Enterprises,The quality of the material could have been better.,Neutral
Brake Pads,Vinayaka Auto Parts,Great value for the price! I'm very satisfied with the purchase.,Negative
Headlights,Balaji Supplies,Great value for the price! I'm very satisfied with the purchase.,Negative
Headlights,Sundaram Auto,The quality of the material could have been better.,Positive
Clutch Plate,Bangalore Auto Parts,"This part is good, but it took longer to arrive than expected.",Positive
Spark Plug,Balaji Supplies,I would definitely recommend this product to others.,Negative
Gearbox,Mysore Motors,"Overall a decent experience, though the price is a bit high.",Negative
Steering Wheel,Mysore Motors,I would definitely recommend this product to others.,Neutral
Plastic Components,Nandi AutoHub,The product did not meet my expectations. It broke after a few days.,Positive
Headlights,Bharat Components,Great value for the price! I'm very satisfied with the purchase.,Positive
Oil Filter,Vishnu AutoTech,I would definitely recommend this product to others.,Positive
Suspension System,Shakti Parts Distributors,The product did not meet my expectations. It broke after a few days.,Negative
Rubber Sheets,Nandi AutoHub,"This product is excellent, highly durable and works perfectly.",Positive
Timing Belt,Gokul Enterprises,"Very poor quality, completely disappointed.",Negative
Clutch Plate,Sri Ganesh Enterprises,The product did not meet my expectations. It broke after a few days.,Negative
Brake Pads,Vinayaka Auto Parts,I would definitely recommend this product to others.,Neutral
Brake Pads,Balaji Supplies,The quality of the material could have been better.,Negative
Fuel Pump,Nandi AutoHub,The quality of the material could have been better.,Neutral
Spark Plug,Nandi AutoHub,"This part is good, but it took longer to arrive than expected.",Neutral
Suspension System,Shakti Parts Distributors,Great value for the price! I'm very satisfied with the purchase.,Neutral
Raw Material Steel,Mysore Motors,I would definitely recommend this product to others.,Negative
Timing Belt,Prakash Auto Suppliers,"Very poor quality, completely disappointed.",Positive
Rubber Sheets,Kaveri Automotive,The quality of the material could have been better.,Neutral
Fuel Pump,Vinayaka Auto Parts,"Very poor quality, completely disappointed.",Positive
Steering Wheel,Vinayaka Auto Parts,"Overall a decent experience, though the price is a bit high.",Positive
Gearbox,Gokul Enterprises,"This product is excellent, highly durable and works perfectly.",Negative
Rubber Sheets,Gokul Enterprises,The product did not meet my expectations. It broke after a few days.,Negative
Headlights,Bangalore Auto Parts,The quality of the material could have been better.,Neutral
Car Engine,Vinayaka Auto Parts,The product did not meet my expectations. It broke after a few days.,Positive
Car Engine,Gokul Enterprises,"This part is good, but it took longer to arrive than expected.",Positive
Radiator,Bharat Components,The product did not meet my expectations. It broke after a few days.,Neutral
Copper Wire,Bharat Components,"This product is excellent, highly durable and works perfectly.",Negative
Batteries,Vishnu AutoTech,The product did not meet my expectations. It broke after a few days.,Negative
Car Engine,Bangalore Auto Parts,Great value for the price! I'm very satisfied with the purchase.,Neutral
Plastic Components,Vinayaka Auto Parts,I would definitely recommend this product to others.,Neutral
Brake Pads,Vinayaka Auto Parts,"Overall a decent experience, though the price is a bit high.",Neutral
Raw Material Aluminum,Sundaram Auto,"Overall a decent experience, though the price is a bit high.",Negative
Spark Plug,Mysore Motors,"It works fine, nothing extraordinary but does the job.",Positive
Rubber Sheets,Gokul Enterprises,The product did not meet my expectations. It broke after a few days.,Negative
Car Engine,Kaveri Automotive,"This part is good, but it took longer to arrive than expected.",Neutral
Spark Plug,Sri Ganesh Enterprises,"Overall a decent experience, though the price is a bit high.",Neutral
Batteries,Mysore Motors,The quality of the material could have been better.,Negative
Steering Wheel,Vishnu AutoTech,"Overall a decent experience, though the price is a bit high.",Neutral
Spark Plug,Nandi AutoHub,"This product is excellent, highly durable and works perfectly.",Neutral
Fuel Pump,Mysore Motors,The product did not meet my expectations. It broke after a few days.,Neutral
Radiator,Sampige Industries,"Very poor quality, completely disappointed.",Neutral
Fuel Pump,Sri Ganesh Enterprises,"Overall a decent experience, though the price is a bit high.",Negative
Tires,Prakash Auto Suppliers,"Very poor quality, completely disappointed.",Positive
Headlights,Vishnu AutoTech,The quality of the material could have been better.,Neutral
Raw Material Steel,Sundaram Auto,Great value for the price! I'm very satisfied with the purchase.,Positive
Timing Belt,Gokul Enterprises,"It works fine, nothing extraordinary but does the job.",Negative
Timing Belt,Gokul Enterprises,"Overall a decent experience, though the price is a bit high.",Negative
Fuel Pump,Gokul Enterprises,The product did not meet my expectations. It broke after a few days.,Negative
Car Engine,Shakti Parts Distributors,I would definitely recommend this product to others.,Negative
Timing Belt,Sundaram Auto,Great value for the price! I'm very satisfied with the purchase.,Negative
Air Filter,Bangalore Auto Parts,"This part is good, but it took longer to arrive than expected.",Positive
Tires,Shakti Parts Distributors,"Overall a decent experience, though the price is a bit high.",Negative
Rubber Sheets,Sampige Industries,I would definitely recommend this product to others.,Neutral
Spark Plug,Sundaram Auto,I would definitely recommend this product to others.,Negative
Raw Material Aluminum,Vishnu AutoTech,I would definitely recommend this product to others.,Positive
Raw Material Aluminum,Shakti Parts Distributors,"Overall a decent experience, though the price is a bit high.",Positive
Steering Wheel,Mysore Motors,Great value for the price! I'm very satisfied with the purchase.,Negative
Exhaust System,Nandi AutoHub,"Overall a decent experience, though the price is a bit high.",Negative
Suspension System,Shakti Parts Distributors,I would definitely recommend this product to others.,Positive
Clutch Plate,Shakti Parts Distributors,The quality of the material could have been better.,Neutral
Clutch Plate,Balaji Supplies,"This product is excellent, highly durable and works perfectly.",Negative
Air Filter,Mysore Motors,Great value for the price! I'm very satisfied with the purchase.,Neutral
Copper Wire,Sundaram Auto,"Very poor quality, completely disappointed.",Neutral
